Pickup Date,Pickup Day,Pickup Time,Pickup Location,Vehicle,Rating
08-08-2014,Friday,08:57:00 AM," 1000 Trinity Ave Morrisania, BX",Carmel,3.232897261
08-08-2014,Friday,08:57:00 AM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",First Class,4.368365395
08-08-2014,Friday,08:57:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Diplo,4.949694498
08-08-2014,Friday,08:57:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Carmel,3.235230343
08-08-2014,Friday,08:57:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",First Class,3.650116939
08-08-2014,Friday,08:57:00 AM,"main gate 2400 Sedgwick Ave Jerome, BX",First Class,3.586226722
08-08-2014,Friday,08:57:00 AM,por el parqueo 150 W 225 St NYC,Diplo,3.523727508
08-08-2014,Friday,08:57:00 AM,"quina ne E 202nd St Fordham, BX",Carmel,4.688881625
08-08-2014,Friday,08:57:00 AM,"salida por hoe av 939 Jennings St Westfarms, BX",Skyline,3.253672651
08-08-2014,Friday,08:57:00 AM,"vancortlan motel sw Broadway Riverdale, BX",First Class,3.121461305
08-08-2014,Friday,08:57:00 AM,"webster beff ne Webster Ave Tremont, BX",Carmel,4.4651676
08-08-2014,Friday,08:58:00 AM," 100 de Kruif Pl Co-Op City, BX",Skyline,4.134780494
08-08-2014,Friday,08:58:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",American,3.605319897
08-08-2014,Friday,08:58:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",First Class,4.585588111
08-08-2014,Friday,08:58:00 AM,"7 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Prestige,4.29136667
08-08-2014,Friday,08:58:00 AM,"creditcard 312 E 183rd St Fordham, BX",Skyline,4.465583929
08-08-2014,Friday,08:58:00 AM,por el frente 150 W 225 St NYC,Diplo,3.520058748
08-08-2014,Friday,08:58:00 AM,the blvd hotel 2373 Broadway NYC,First Class,3.814886829
08-08-2014,Friday,08:58:00 AM,the blvd hotel 2373 Broadway NYC,First Class,4.504043138
08-08-2014,Friday,08:59:00 AM," 1023 Longwood Ave Foxhurst, BX",American,4.573585043
08-08-2014,Friday,08:59:00 AM,"Back gate 2400 Sedgwick Ave Jerome, BX",First Class,3.305339487
08-08-2014,Friday,08:59:00 AM,reg car 77 Park Ter E NYC,Carmel,3.710864652
08-09-2014,Monday,08:59:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",Diplo,3.336973602
08-09-2014,Monday,08:59:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Skyline,3.337411814
08-09-2014,Monday,08:59:00 AM,"6 fordham hill 2400 Sedgwick Ave Jerome, BX",Prestige,3.847070815
08-09-2014,Monday,08:59:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Prestige,4.667737037
08-09-2014,Monday,08:59:00 AM,"9 fordham hill 2400 Sedgwick Ave Jerome, BX",First Class,3.809021477
08-09-2014,Monday,08:59:00 AM,"9-6a9 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Skyline,4.32609766
08-09-2014,Monday,08:59:00 AM,salida 215 st 55 Park Ter E NYC,First Class,4.162954366
08-09-2014,Monday,08:59:00 AM,"train station 1005 Esplanade Ave Morris Park, BX",Prestige,3.75812599
08-09-2014,Monday,08:59:00 AM,"train station ne E Kingsbridge Rd Jerome, BX",Skyline,4.304565509
08-09-2014,Monday,08:59:00 AM,"TREN 1 SW Broadway Riverdale, BX",Skyline,4.597730494
08-09-2014,Monday,09:00:00 AM,  484 Convent Ave NYC,First Class,3.248119609
08-09-2014,Monday,09:00:00 AM,  54 W 94 St NYC,Skyline,3.846652405
08-09-2014,Monday,09:00:00 AM,  7 E 116 St NYC,American,4.041098435
08-09-2014,Monday,09:00:00 AM," 1023 Longwood Ave Foxhurst, BX",American,4.410081558
08-09-2014,Monday,09:00:00 AM," 1033 Boston Rd Morrisania, BX",First Class,3.636151288
08-09-2014,Monday,09:00:00 AM,"5 fordham hill 2400 Sedgwick Ave Jerome, BX",First Class,3.814135774
08-09-2014,Monday,09:00:00 AM,55 LEROY ST NYC,Skyline,4.839227458
08-09-2014,Monday,09:00:00 AM,55 PARK TER E NYC,Diplo,3.313585276
08-09-2014,Monday,09:00:00 AM,"55 RYDER ROAD Ossining ,NY.",Skyline,4.11972389
08-09-2014,Monday,09:00:00 AM,55 W 25 ST NYC,Prestige,3.065406409
08-09-2014,Monday,09:00:00 AM,55 W 25 ST NYC,Skyline,3.336265713
08-09-2014,Monday,09:00:00 AM,55 W 25 St NYC,American,4.811195523
08-09-2014,Monday,09:00:00 AM,55 W 25 St Nyc,Carmel,3.57378688
08-09-2014,Monday,09:00:00 AM,55 W 44 ST NYC,Skyline,4.303273348
08-09-2014,Monday,09:00:00 AM,55 W 92 St NYC,Skyline,4.907687945
08-09-2014,Monday,09:00:00 AM,55 West 25th Street New York,Diplo,3.158958711
08-09-2014,Monday,09:00:00 AM,55 West 95th Street New York,Carmel,4.35114463
08-09-2014,Monday,09:00:00 AM,550 PARK AVE NYC,Skyline,4.022823031
08-09-2014,Monday,09:00:00 AM,550 W 45 St Nyc,Prestige,4.461363887
08-09-2014,Monday,09:00:00 AM,550 W 45 St NYC,Carmel,3.349026994
08-09-2014,Monday,09:00:00 AM,550 W 45 St NYC,First Class,3.664676226
08-09-2014,Monday,09:00:00 AM,550 W 45 St NYC,First Class,3.914021403
08-09-2014,Monday,09:00:00 AM,550 W 54 St Nyc,First Class,3.938780113
08-09-2014,Monday,09:00:00 AM,550 W 54 St Nyc,Skyline,3.01070657
08-09-2014,Monday,09:00:00 AM,550 West 54th Street New York,Diplo,4.566506208
08-09-2014,Monday,09:00:00 AM,555 E 78 St Nyc,Skyline,3.150204079
08-09-2014,Monday,09:00:00 AM,555 Edgecombe Ave NYC,Prestige,3.388513387
08-09-2014,Monday,09:00:00 AM,"555 JACKSON AVE Rahway, NJ",American,3.507259437
08-09-2014,Monday,09:00:00 AM,"555 Main St Roosevelt Island, QU",Diplo,4.203186657
08-09-2014,Monday,09:00:00 AM,555 W 23 St NYC,Carmel,4.240678311
08-09-2014,Monday,09:00:00 AM,555 W 59 St Nyc,Carmel,4.771446513
08-09-2014,Monday,09:00:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",Prestige,3.454599525
08-09-2014,Monday,09:00:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",Carmel,3.869605082
08-09-2014,Monday,09:00:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Prestige,4.712646778
08-09-2014,Monday,09:00:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Skyline,4.275896388
08-09-2014,Monday,09:00:00 AM,"7 fordham hill7fha 2400 Sedgwick Ave Jerome, BX",First Class,4.817618114
08-09-2014,Monday,09:00:00 AM,"cube smart 200 E 135th St Cortlandt, BX",Skyline,3.35482534
08-09-2014,Monday,09:00:00 AM,"MAIN GATE 2400 Sedgwick Ave Jerome, BX",Skyline,3.821902932
08-09-2014,Monday,09:00:00 AM,salida por la 133st 95 Old Broadway NYC,Prestige,4.976617393
08-09-2014,Monday,09:00:00 AM,"salida por la 187 2375 Southern Blvd Westfarms, BX",First Class,3.357775861
08-09-2014,Monday,09:00:00 AM,SALIDA POR LA 8A Y 134 480 St Nicholas Ave NYC,First Class,3.977933734
08-09-2014,Monday,09:00:00 AM,"STRORAGE 200 E 135th St Cortlandt, BX",First Class,3.638406943
08-09-2014,Monday,09:00:00 AM,suv 245 Seaman Ave NYC,American,3.025218275
08-09-2014,Monday,09:00:00 AM,target  nw E 225th St Bronx,Skyline,4.463187179
08-09-2014,Monday,09:00:00 AM,Village Care Assisted Living 510 W 46 St New York,Skyline,4.350529658
08-09-2014,Monday,09:00:00 AM,"walgreens nw Broadway Kingsbridge, BX",First Class,3.03374168
08-09-2014,Monday,09:01:00 AM,  E 55 St NYC,Diplo,3.121980833
08-09-2014,Monday,09:01:00 AM,"  E Burnside Ave Morris Heights, BX",First Class,4.719746461
08-09-2014,Monday,09:01:00 AM," 100 Co Op City Blvd Co-Op City, BX",Skyline,4.056891008
08-09-2014,Monday,09:01:00 AM,"6 fha 2400 Sedgwick Ave Jerome, BX",Skyline,3.701240408
08-09-2014,Monday,09:01:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Prestige,4.449526529
08-09-2014,Monday,09:01:00 AM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo,3.364287705
08-09-2014,Monday,09:01:00 AM,"9 fordham hill  2400 Sedgwick Ave Jerome, BX",Diplo,3.643441427
08-09-2014,Monday,09:01:00 AM,"9 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Skyline,4.747162404
08-09-2014,Monday,09:01:00 AM,"creditcard 3451 Giles Pl Kingsbridge, BX",Skyline,3.397737914
08-09-2014,Monday,09:01:00 AM,por el parqueo 200 Haven Ave NYC,Skyline,4.900086016
08-09-2014,Monday,09:01:00 AM,por la 215 55 Park Ter E NYC,Skyline,4.700864232
08-09-2014,Monday,09:01:00 AM,SALIDA POR LA 8A Y 134 480 St Nicholas Ave NYC,Skyline,4.551476849
08-09-2014,Monday,09:01:00 AM,the blvd 2373 Broadway NYC,Prestige,3.255563553
08-09-2014,Monday,09:01:00 AM,the blvd hotel 2373 Broadway NYC,Prestige,4.968500868
08-09-2014,Monday,09:02:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",Diplo,3.128739626
08-09-2014,Monday,09:02:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",Diplo,4.48433375
08-09-2014,Monday,09:02:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",First Class,3.687572534
08-09-2014,Monday,09:02:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Prestige,3.899612616
08-09-2014,Monday,09:02:00 AM,"9 4B FORDHAM HILL  2400 Sedgwick Ave Jerome, BX",Prestige,4.918495401
08-09-2014,Monday,09:02:00 AM,"minivan 2650 Valentine Ave Fordham, BX",First Class,3.000025051
08-09-2014,Monday,09:02:00 AM,ON 86 ST 140 Riverside Dr NYC,First Class,4.222092657
08-09-2014,Monday,09:02:00 AM,por atras 150 W 225 St NYC,Skyline,3.532288187
08-09-2014,Monday,09:02:00 AM,por el frente 150 W 225 St NYC,Skyline,4.870279374
08-09-2014,Monday,09:02:00 AM,prueba 268 W Fordham Rd Bronx,Diplo,4.106525771
08-09-2014,Monday,09:02:00 AM,sale por morris 234 E 149th St Bronx,Skyline,3.905462316
08-09-2014,Monday,09:03:00 AM, 10 E 102 St NYC,Prestige,4.808982047
08-09-2014,Monday,09:03:00 AM," 100 E Mosholu Pkwy S Fordham, BX",Skyline,3.997386418
08-09-2014,Monday,09:03:00 AM," 1006 University Ave High Bridge, BX",Skyline,4.911166697
08-09-2014,Monday,09:03:00 AM," 1021 Ave Saint John South Bronx, BX",Diplo,3.051256646
08-09-2014,Monday,09:03:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline,3.274936325
08-09-2014,Monday,09:03:00 AM,"6 f h a  2400 Sedgwick Ave Jerome, BX",American,3.300768599
08-09-2014,Monday,09:03:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",First Class,4.475270713
08-09-2014,Monday,09:03:00 AM,"6 fordham hill#6#6 2400 Sedgwick Ave Jerome, BX",Prestige,3.039753869
08-09-2014,Monday,09:03:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Diplo,4.118306557
08-09-2014,Monday,09:03:00 AM,por el parqueo 150 W 225 St NYC,Diplo,4.671640655
08-09-2014,Monday,09:04:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",First Class,3.867815539
08-09-2014,Monday,09:04:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Skyline,4.336707312
08-09-2014,Monday,09:04:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Skyline,4.797961867
08-09-2014,Monday,09:04:00 AM,"LIBERTO REST NW Jerome Ave Morris Heights, BX",First Class,3.638820529
08-09-2014,Monday,09:05:00 AM,  146 brook la bodega  Bronx,First Class,3.757999171
08-09-2014,Monday,09:05:00 AM," 100 de Kruif Pl Co-Op City, BX",Skyline,3.950980461
08-09-2014,Monday,09:05:00 AM," 1001 E Gun Hill Rd Baychester, BX",First Class,4.434451253
08-09-2014,Monday,09:05:00 AM,"5-8g fordham hill 2400 Sedgwick Ave Jerome, BX",First Class,4.268353443
08-09-2014,Monday,09:05:00 AM,"6 f h a  2400 Sedgwick Ave Jerome, BX",Carmel,3.531089469
08-09-2014,Monday,09:05:00 AM,"7 fordham hill7fha#7 2400 Sedgwick Ave Jerome, BX",Diplo,4.841713124
08-09-2014,Monday,09:05:00 AM,"7 fordham hill7fha#7 2400 Sedgwick Ave Jerome, BX",First Class,3.229020389
08-09-2014,Monday,09:05:00 AM,"9-6a9 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Diplo,4.495640658
08-09-2014,Monday,09:05:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Skyline,4.201752645
08-09-2014,Monday,09:05:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Diplo,4.890426225
08-09-2014,Monday,09:05:00 AM,"main gate 2400 Sedgwick Ave Jerome, BX",Prestige,4.385905007
08-09-2014,Monday,09:05:00 AM,starbuck nw W 181 St NEW YORK,First Class,4.72413642
08-09-2014,Monday,09:05:00 AM,target nw W 225 St NYC,Diplo,4.292653752
08-09-2014,Monday,09:06:00 AM," 1000 Burke Ave Baychester, BX",Carmel,3.082199808
08-09-2014,Monday,09:06:00 AM,"5-8g fordham hill 2400 Sedgwick Ave Jerome, BX",First Class,3.393768621
08-09-2014,Monday,09:06:00 AM,"6 FHA 2400 Sedgwick Ave Jerome, BX",Skyline,4.59171224
08-09-2014,Monday,09:06:00 AM,"6 fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline,4.699284093
08-09-2014,Monday,09:06:00 AM,"6 fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline,3.642386556
08-09-2014,Monday,09:06:00 AM,"6 fordham hill 2400 Sedgwick Ave Jerome, BX",First Class,3.459903912
08-09-2014,Monday,09:06:00 AM,"6 fordham hill#6 2400 Sedgwick Ave Jerome, BX",Prestige,3.977655413
08-09-2014,Monday,09:06:00 AM,"7 fordham hill7fha#7 2400 Sedgwick Ave Jerome, BX",Prestige,4.919611871
08-09-2014,Monday,09:06:00 AM,"EXIT ON 169 ST 1295 Morris Ave Morrisania, BX",American,3.916927532
08-09-2014,Monday,09:06:00 AM,JFK AA ,First Class,4.617495595
08-09-2014,Monday,09:06:00 AM,LA BODEGA NW St Nicholas Ave NYC,Carmel,3.517233014
08-09-2014,Monday,09:06:00 AM,"MKD'S SE E 204th St Williamsbridge, BX",Prestige,3.828728656
08-09-2014,Monday,09:06:00 AM,salida por la 100 st 280 Riverside Dr NYC,Prestige,3.057740365
08-09-2014,Monday,09:06:00 AM,"STAPLES NW Broadway Kingsbridge, BX",Carmel,3.749064515
08-09-2014,Monday,09:07:00 AM," 100 Benchley Pl Co-Op City, BX",First Class,4.074524458
08-09-2014,Monday,09:07:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline,3.36119112
08-09-2014,Monday,09:07:00 AM,"6 fordham hill 2400 Sedgwick Ave Jerome, BX",Carmel,3.092691197
08-09-2014,Monday,09:07:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Carmel,3.858928484
08-09-2014,Monday,09:07:00 AM,"9 F H A 2400 Sedgwick Ave Jerome, BX",Skyline,3.539987531
08-09-2014,Monday,09:07:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Diplo,4.583433345
08-09-2014,Monday,09:07:00 AM,FORDHAM HILL 2400  Sedgwick Ave Bronx,First Class,3.732306944
09-07-2014,Wednesday,09:07:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline,4.404826081
09-07-2014,Wednesday,09:07:00 AM,"6 fha  2400 Sedgwick Ave Jerome, BX",Prestige,4.760170658
09-07-2014,Wednesday,09:07:00 AM,"6 fordham hill 2400 Sedgwick Ave Jerome, BX",American,4.440094662
09-07-2014,Wednesday,09:07:00 AM,"8 fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline,3.928138847
09-07-2014,Wednesday,09:07:00 AM,in the back 156-20 Riverside Dr NYC,Diplo,4.384883388
09-07-2014,Wednesday,09:07:00 AM,"SUPERMARKET NE E 198th St Fordham, BX",First Class,3.076134741
09-07-2014,Wednesday,09:08:00 AM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",First Class,3.035624276
09-07-2014,Wednesday,09:08:00 AM,"5 fha 2400 Sedgwick Ave Jerome, BX",Skyline,4.58926809
09-07-2014,Wednesday,09:08:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",Prestige,3.148070327
09-07-2014,Wednesday,09:08:00 AM,"6 fordham hill 2400 Sedgwick Ave Jerome, BX",First Class,4.371109613
09-07-2014,Wednesday,09:08:00 AM,"6 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Prestige,4.764413926
09-07-2014,Wednesday,09:08:00 AM,"ALCRUSAR DEL PARKEO 2400 Sedgwick Ave Jerome, BX",Prestige,4.133752768
09-07-2014,Wednesday,09:08:00 AM,"BASE 170 W Fordham Rd Jerome, BX",First Class,4.372251839
09-07-2014,Wednesday,09:08:00 AM,"BASE 170 W Fordham Rd Jerome, BX",First Class,4.998322809
09-07-2014,Wednesday,09:08:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Skyline,4.90557179
09-07-2014,Wednesday,09:08:00 AM,"con un perrito 2155 Walton Ave Morris Heights, BX",Skyline,3.18176154
09-07-2014,Wednesday,09:08:00 AM,in the back 156-20 Riverside Dr NYC,Diplo,3.050932464
09-07-2014,Wednesday,09:08:00 AM,"k tiempo 669 Arnow Ave Williamsbridge, BX",Prestige,3.967235862
09-07-2014,Wednesday,09:08:00 AM,"LIBERTO REST NW Jerome Ave Morris Heights, BX",Diplo,3.405733429
09-07-2014,Wednesday,09:08:00 AM,"ROOM 8 NW Broadway Riverdale, BX",Skyline,4.800844034
09-07-2014,Wednesday,09:08:00 AM,the blvd hotel 2373 Broadway NYC,Skyline,4.338039167
09-07-2014,Wednesday,09:09:00 AM," 1031 Ward Ave Soundview, BX",American,3.30499
09-07-2014,Wednesday,09:09:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",Diplo,4.932604878
09-07-2014,Wednesday,09:09:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline,4.223836189
09-07-2014,Wednesday,09:09:00 AM,"6 fordham hill 2400 Sedgwick Ave Jerome, BX",Diplo,3.483549394
09-07-2014,Wednesday,09:09:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Skyline,3.175687081
09-07-2014,Wednesday,09:09:00 AM,"credit card 2360 Davidson Ave Jerome, BX",Prestige,4.517576093
09-07-2014,Wednesday,09:09:00 AM,"main gate 2400 Sedgwick Ave Jerome, BX",American,3.868280545
09-07-2014,Wednesday,09:09:00 AM,starbuck 40 W 225 St NYC,First Class,3.238546916
09-07-2014,Wednesday,09:10:00 AM, 1  Jacobus Pl NYC,Skyline,3.020227004
09-07-2014,Wednesday,09:10:00 AM," 100 Benchley Pl Co-Op City, BX",Skyline,3.352575521
09-07-2014,Wednesday,09:10:00 AM," 100 Benchley Pl Co-Op City, BX",Diplo,4.930048403
09-07-2014,Wednesday,09:10:00 AM," 100 Erdman Pl Co-Op City, BX",Skyline,3.404755872
09-07-2014,Wednesday,09:10:00 AM," 100 Van Cortlandt Park S Kingsbridge, BX",Prestige,3.04226637
09-07-2014,Wednesday,09:10:00 AM," 100 W Mosholu Pkwy S Jerome, BX",Prestige,3.335375973
09-07-2014,Wednesday,09:10:00 AM," 1027 Leggett Ave South Bronx, BX",Prestige,3.863473765
09-07-2014,Wednesday,09:10:00 AM,550 West 54th Street New York,Skyline,4.518742615
09-07-2014,Wednesday,09:10:00 AM,555 8 Ave Nyc,Skyline,3.394313144
09-07-2014,Wednesday,09:10:00 AM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",First Class,3.762182009
09-07-2014,Wednesday,09:10:00 AM,"8 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",First Class,3.119840089
09-07-2014,Wednesday,09:10:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Prestige,4.576457796
09-07-2014,Wednesday,09:10:00 AM,la school sw W 144 St NYC,Diplo,4.382665438
09-07-2014,Wednesday,09:10:00 AM,"MAIN GATE 2400 Sedgwick Ave Jerome, BX",Diplo,4.375147939
09-07-2014,Wednesday,09:10:00 AM,"PRUEBA 268 W Fordham Rd Jerome, BX",American,4.095222219
09-07-2014,Wednesday,09:10:00 AM,salida 215 st 55 Park Ter E NYC,Skyline,4.735903786
09-07-2014,Wednesday,09:11:00 AM," 100 Alcott Pl Co-Op City, BX",Skyline,4.208287948
09-07-2014,Wednesday,09:11:00 AM," 100 Herriot St YONKERS, NY.",Prestige,3.968580634
09-07-2014,Wednesday,09:11:00 AM," 1000 Duncan St Baychester, BX",Diplo,3.515281212
09-07-2014,Wednesday,09:11:00 AM,"6 fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline,3.809376342
09-07-2014,Wednesday,09:11:00 AM,"6 fordham hill#6 2400 Sedgwick Ave Jerome, BX",Skyline,4.404057451
09-07-2014,Wednesday,09:11:00 AM,"9 4B FORDHAM HILL  2400 Sedgwick Ave Jerome, BX",First Class,4.084810592
09-07-2014,Wednesday,09:11:00 AM,"9 FHA  2400 Sedgwick Ave Jerome, BX",Skyline,3.569241921
09-07-2014,Wednesday,09:11:00 AM,"9-6a9 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Skyline,4.566727959
09-07-2014,Wednesday,09:11:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Skyline,4.23770691
09-07-2014,Wednesday,09:11:00 AM,"CREDIT CARD 2406 Hoffman St Fordham, BX",Diplo,4.823614612
09-07-2014,Wednesday,09:11:00 AM,EBONY HOTEL  142 W 112 St NYC,Skyline,4.926765289
09-07-2014,Wednesday,09:11:00 AM,rg car 70 Park Ter E NYC,Diplo,3.604902172
09-07-2014,Wednesday,09:11:00 AM,"sale por olinville ave 660 Arnow Ave Williamsbridge, BX",Prestige,4.629740823
09-07-2014,Wednesday,09:11:00 AM,salida 215 st 55 Park Ter E NYC,Skyline,3.589057023
09-07-2014,Wednesday,09:11:00 AM,"salida por hoe av 939 Jennings St Westfarms, BX",Diplo,3.288851885
09-07-2014,Wednesday,09:11:00 AM,Suite AA 271 Fort Washington Ave New York,Skyline,4.921515657
09-07-2014,Wednesday,09:12:00 AM," 1011 Woodycrest Ave High Bridge, BX",American,3.236991323
09-07-2014,Wednesday,09:12:00 AM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",First Class,3.313598112
09-07-2014,Wednesday,09:12:00 AM,"5-8g fordham hill 2400 Sedgwick Ave Jerome, BX",First Class,3.205231466
09-07-2014,Wednesday,09:12:00 AM,"7 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Skyline,3.207528088
09-07-2014,Wednesday,09:12:00 AM,"8 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",American,4.455298278
09-07-2014,Wednesday,09:12:00 AM,"B C  C --  NW Hall of Fame Ter Morris Heights, BX",First Class,4.614140356
09-07-2014,Wednesday,09:12:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Skyline,3.295878322
09-07-2014,Wednesday,09:12:00 AM,"main gate 2400 Sedgwick Ave Jerome, BX",Skyline,4.171748822
09-07-2014,Wednesday,09:12:00 AM,"main gate 2400 Sedgwick Ave Jerome, BX",First Class,4.88941898
09-07-2014,Wednesday,09:12:00 AM,"main lincoln 234 E 149th St Cortlandt, BX",Diplo,3.827963304
09-07-2014,Wednesday,09:12:00 AM,"SALIDA POR LORING PL 150 W Burnside Ave Morris Heights, BX",Skyline,3.670287867
09-07-2014,Wednesday,09:12:00 AM,"sin perfume 2 E 181st St Morris Heights, BX",First Class,4.343467068
09-07-2014,Wednesday,09:12:00 AM,starbuck sw Broadway NYC,First Class,3.045503004
09-07-2014,Wednesday,09:13:00 AM,"5  FORDHAM  HII 2400 Sedgwick Ave Jerome, BX",Skyline,4.967127161
09-07-2014,Wednesday,09:13:00 AM,"5 fha 2400 Sedgwick Ave Jerome, BX",Skyline,3.245818853
09-07-2014,Wednesday,09:13:00 AM,"6 14h fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline,3.273205659
09-07-2014,Wednesday,09:13:00 AM,"7 fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline,3.626402297
09-07-2014,Wednesday,09:13:00 AM,"apt#7 2400 Sedgwick Ave Jerome, BX",Prestige,4.463975251
09-07-2014,Wednesday,09:13:00 AM,"BASE 170 W Fordham Rd Jerome, BX",First Class,3.947909191
09-07-2014,Wednesday,09:13:00 AM,"creditcard 1260 Sedgwick Ave High Bridge, BX",American,4.033392171
09-07-2014,Wednesday,09:13:00 AM,"dmv 696 E Fordham Rd Fordham, BX",Skyline,4.12883815
09-07-2014,Wednesday,09:13:00 AM,"esquina nw Jerome Ave Morris Heights, BX",Skyline,4.95445524
09-07-2014,Wednesday,09:13:00 AM,sale por beak st 91 Payson Ave NYC,First Class,3.893931417
09-07-2014,Wednesday,09:13:00 AM,salida 187st///ezepasss 66 Overlook Ter NYC,First Class,4.838758679
09-07-2014,Wednesday,09:13:00 AM,salida 215 st 55 Park Ter E NYC,First Class,4.879876535
09-07-2014,Wednesday,09:13:00 AM,"salida por loring pl 120 W 183rd St Morris Heights, BX",Skyline,4.27768513
09-07-2014,Wednesday,09:14:00 AM, 10 E 102 St NYC,Diplo,4.910940933
09-07-2014,Wednesday,09:14:00 AM," 100 Aldrich St Co-Op City, BX",Skyline,4.100747992
09-07-2014,Wednesday,09:14:00 AM," 100 Erdman Pl Co-Op City, BX",Skyline,3.095574072
09-07-2014,Wednesday,09:14:00 AM,"5 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Prestige,3.167491406
09-07-2014,Wednesday,09:14:00 AM,"5-8g fordham hill 2400 Sedgwick Ave Jerome, BX",Prestige,4.103276806
09-07-2014,Wednesday,09:14:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",First Class,4.247171682
09-07-2014,Wednesday,09:14:00 AM,"6 -7c fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline,3.964070276
09-07-2014,Wednesday,09:14:00 AM,"6 fho 2400 Sedgwick Ave Jerome, BX",Skyline,4.278153875
09-07-2014,Wednesday,09:14:00 AM,"9 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Prestige,4.36455164
09-07-2014,Wednesday,09:14:00 AM,"9 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo,4.024004059
09-07-2014,Wednesday,09:14:00 AM,"CREDITCARD 1326 Grand Concourse Morrisania, BX",First Class,3.029791683
09-07-2014,Wednesday,09:14:00 AM,salida 215 st 55 Park Ter E NYC,Prestige,3.291526703
09-07-2014,Wednesday,09:14:00 AM,"salida por hoe av 939 Jennings St Westfarms, BX",American,3.932231548
09-07-2014,Wednesday,09:14:00 AM,the blvd hotel 2373 Broadway NYC,American,3.443838033
